salesHistoryKey,propertyKey,streetAddress,salesTypeDsc,saleAmt,saleDate
182159,35417,4801 29th ST S,2-Sale or Gift to Relative,220000,2002-07-26
163564,52655,1716 S OAKLAND ST,"4-Multiple RPCs, Not A Coded S",330000,2002-07-26
3134,56248,6425 27th ST N,L-Land Sale,325000,2002-07-26
144577,28369,700 S ARLINGTON MILL DR 15203,"1-Foreclosure, Auction, Bankru",131200,2002-07-26
60510,12020,6940 FAIRFAX DR 110,5-Not Market Sale,259900,2002-07-26
160273,61257,S IRVING ST,"4-Multiple RPCs, Not A Coded S",231100,2002-07-26
163674,32048,S OAKLAND ST,"4-Multiple RPCs, Not A Coded S",330000,2002-07-26
174554,58391,4600 S FOUR MILE RUN DR 1026,"1-Foreclosure, Auction, Bankru",75001,2002-07-26
183038,35581,2820 S ABINGDON ST A1,7-Partial Interest,84000,2002-07-26
103556,20335,1804 N QUINN ST,"4-Multiple RPCs, Not A Coded S",69850000,2002-07-25
103560,64281,1870 N SCOTT ST,"4-Multiple RPCs, Not A Coded S",69850000,2002-07-25
224701,43528,3835 9th ST N 508E,5-Not Market Sale,141500,2002-07-25
103564,20336,1851 N SCOTT ST,"4-Multiple RPCs, Not A Coded S",69850000,2002-07-25
166440,32584,4817 14th ST S,L-Land Sale,320000,2002-07-25
72781,14531,738 N GEORGE MASON DR,E-Estate Sale,269000,2002-07-24
32680,6519,4745 LEE HWY,"4-Multiple RPCs, Not A Coded S",1250000,2002-07-24
32630,6508,N BUCHANAN ST,"4-Multiple RPCs, Not A Coded S",1250000,2002-07-24
13511,2673,5330 26th ST N,L-Land Sale,325000,2002-07-24
67279,13452,1000 N ARLINGTON MILL DR,5-Not Market Sale,282000,2002-07-24
193478,37576,1729 S FILLMORE ST,"1-Foreclosure, Auction, Bankru",215200,2002-07-23
100444,53920,2129 N COURTHOUSE RD,E-Estate Sale,300000,2002-07-23
137361,26989,4501 ARLINGTON BLVD 0222,5-Not Market Sale,215000,2002-07-22
32368,6457,OLD DOMINION DR,"4-Multiple RPCs, Not A Coded S",2300,2002-07-22
32374,6458,OLD DOMINION DR,"4-Multiple RPCs, Not A Coded S",2300,2002-07-22
89099,64930,900 N STAFFORD ST 2621,"4-Multiple RPCs, Not A Coded S",575000,2002-07-22
89494,17694,901 N STUART ST 4-088,"4-Multiple RPCs, Not A Coded S",575000,2002-07-22
138734,57805,4402 N PERSHING DR 44022,5-Not Market Sale,108000,2002-07-22
219431,42474,2615 S JUNE ST,5-Not Market Sale,600000,2002-07-22
214602,41503,1027 19th ST S,5-Not Market Sale,180000,2002-07-20
53810,10699,5311 10th ST N,R-Relocation Sale/Holding Co.,678655,2002-07-19
67062,13406,856 N LARRIMORE ST,5-Not Market Sale,391500,2002-07-19
107415,21100,1530 KEY BLVD 117,E-Estate Sale,240000,2002-07-18
123724,24305,14th ST N 2300,C-Condo Parking Space,140000,2002-07-18
212010,59552,1300 ARMY NAVY DR 0728,6-Quitclaim,5000,2002-07-17
73997,54192,5629 6th ST N,E-Estate Sale,210000,2002-07-17
137793,27067,4501 ARLINGTON BLVD 0600,5-Not Market Sale,158000,2002-07-17
186649,36266,S FOUR MILE RUN DR,8-Gov't Agencies Acquisition,3625000,2002-07-17
186653,36267,3610 S FOUR MILE RUN DR,8-Gov't Agencies Acquisition,3625000,2002-07-17
186657,67486,S FOUR MILE RUN DR,8-Gov't Agencies Acquisition,3625000,2002-07-17
186661,36268,S NELSON ST,8-Gov't Agencies Acquisition,3625000,2002-07-17
124422,24422,CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",2280173,2002-07-16
228746,68799,WILSON BLVD,D-Resub/Declaration,57985,2002-07-16
124425,24423,CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",2280173,2002-07-16
228749,44145,CLARENDON BLVD,6-Quitclaim,431862,2002-07-16
228748,44144,WILSON BLVD,D-Resub/Declaration,86486,2002-07-16
40418,8044,4751 21st RD N,7-Partial Interest,103155,2002-07-15
52905,10520,1201 N JEFFERSON ST,E-Estate Sale,431900,2002-07-15
111729,21887,2000 CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",2300000,2002-07-15
111733,21888,CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",2300000,2002-07-15
103494,20322,1909 N RHODES ST 030,5-Not Market Sale,230000,2002-07-15
159326,31203,706 S BARTON ST,7-Partial Interest,70000,2002-07-15
184124,35791,4811 30th ST S A1,5-Not Market Sale,232800,2002-07-12
31203,6239,4311 24th ST N,2-Sale or Gift to Relative,465000,2002-07-12
176202,34362,4601 A 28th RD S A,E-Estate Sale,186500,2002-07-12
27223,5438,3806 24th ST N,E-Estate Sale,364000,2002-07-11
126011,24736,1025 N DANIEL ST,L-Land Sale,345000,2002-07-11
144791,28407,5010 7th RD S 202,"1-Foreclosure, Auction, Bankru",75700,2002-07-11
204731,39648,2914 13th RD S 14102,5-Not Market Sale,151400,2002-07-11
107787,21160,1530 KEY BLVD 411,5-Not Market Sale,200000,2002-07-10
88788,17557,900 N STAFFORD ST 2004,"4-Multiple RPCs, Not A Coded S",171900,2002-07-10
89560,17706,901 N STUART ST 4-105,"4-Multiple RPCs, Not A Coded S",171960,2002-07-10
126172,24770,1022 N EDGEWOOD ST,7-Partial Interest,110000,2002-07-09
78007,15581,4843 ARLINGTON BLVD,7-Partial Interest,145100,2002-07-09
23553,62883,4631 41st ST N,J-Property in 2 Jurisdictions,1014615,2002-07-08
35055,55105,3322 23rd RD N,5-Not Market Sale,250000,2002-07-08
195142,37875,3507 22nd ST S,6-Quitclaim,70000,2002-07-08
118110,23152,1111 ARLINGTON BLVD 218,5-Not Market Sale,95000,2002-07-03
113410,22209,1401 N RHODES ST 602,7-Partial Interest,78950,2002-07-02
150963,66922,3809 7th ST S,2-Sale or Gift to Relative,150000,2002-07-02
224322,43482,5102 38th ST N,5-Not Market Sale,850000,2002-07-02
127908,25108,2730 N PERSHING DR,"4-Multiple RPCs, Not A Coded S",1200000,2002-07-02
127905,25107,N EDGEWOOD ST,"4-Multiple RPCs, Not A Coded S",1200000,2002-07-02
148393,58113,19 S ABINGDON ST,E-Estate Sale,350000,2002-07-02
143927,28251,822 S ARLINGTON MILL DR 2-203,5-Not Market Sale,103000,2002-07-01
126511,24836,900 N DANIEL ST,5-Not Market Sale,475100,2002-06-28
126567,24848,N DANIEL ST,"4-Multiple RPCs, Not A Coded S",475100,2002-06-28
88281,17464,900 N STAFFORD ST 1207,"4-Multiple RPCs, Not A Coded S",320000,2002-06-28
89953,17783,909 N TAYLOR ST,"4-Multiple RPCs, Not A Coded S",62000000,2002-06-28
226583,43808,2973 22nd ST S,B-Not Previously Assessed,527726,2002-06-28
169573,33130,5228 10th PL S,2-Sale or Gift to Relative,178000,2002-06-28
89722,17739,901 N STUART ST 4-148,"4-Multiple RPCs, Not A Coded S",320000,2002-06-28
89958,17784,4250 FAIRFAX DR,"4-Multiple RPCs, Not A Coded S",62000000,2002-06-28
216057,41785,731 22nd ST S,B-Not Previously Assessed,608569,2002-06-28
95656,53757,1822 N ADAMS ST,L-Land Sale,280000,2002-06-28
38848,55230,3406 18th ST N,E-Estate Sale,525000,2002-06-27
65036,54997,866 N OHIO ST,E-Estate Sale,399326,2002-06-27
46587,9268,5017 24th ST N,E-Estate Sale,432500,2002-06-27
94385,18519,3000 SPOUT RUN PKWY C502,6-Quitclaim,95000,2002-06-26
226550,43802,2832 21st RD S,B-Not Previously Assessed,501957,2002-06-26
32197,6429,2325 N UTAH ST,"4-Multiple RPCs, Not A Coded S",465000,2002-06-25
226609,43811,2177 S GLEBE RD,5-Not Market Sale,170000,2002-06-25
125372,24606,3010 CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
125376,24607,1170 N GARFIELD ST,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
125380,24608,N GARFIELD ST,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
125388,24610,CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
137704,27051,4501 ARLINGTON BLVD 0510,7-Partial Interest,49800,2002-06-24
125369,24605,1200 N GARFIELD ST,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
203768,59292,1500 S BARTON ST 598,7-Partial Interest,70000,2002-06-24
205800,39869,1010 S QUEEN ST,L-Land Sale,135000,2002-06-24
206340,39965,1100 S QUINN ST,2-Sale or Gift to Relative,275000,2002-06-24
125383,66095,N GARFIELD ST,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
125391,66096,CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",11500000,2002-06-24
169436,33106,5300 COLUMBIA PIKE 901,C-Condo Parking Space,2000,2002-06-21
216021,68408,729 22nd ST S,B-Not Previously Assessed,597200,2002-06-21
18659,3712,4111 N OLD GLEBE RD,E-Estate Sale,445000,2002-06-21
7570,63453,6224 35th ST N,E-Estate Sale,465000,2002-06-21
74139,14789,5623 7th ST N,E-Estate Sale,285000,2002-06-21
142122,27916,601 S CARLIN SPRINGS RD,"4-Multiple RPCs, Not A Coded S",27500000,2002-06-21
142278,66653,611 S CARLIN SPRINGS RD PKG,"4-Multiple RPCs, Not A Coded S",27500000,2002-06-21
204674,39639,2910 13th RD S 10202,E-Estate Sale,110500,2002-06-21
65126,55001,986 N QUINTANA ST,"4-Multiple RPCs, Not A Coded S",438564,2002-06-20
30949,6192,4648 23rd RD N,E-Estate Sale,435000,2002-06-20
65168,13001,N QUINTANA ST,"4-Multiple RPCs, Not A Coded S",438564,2002-06-20
44969,8939,1535 N GLEBE RD,7-Partial Interest,187500,2002-06-20
164024,61380,1717 S MONROE ST,5-Not Market Sale,240000,2002-06-20
12773,2518,4737 24th RD N,E-Estate Sale,465000,2002-06-19
206240,39947,1023 S QUEEN ST,"4-Multiple RPCs, Not A Coded S",32000,2002-06-19
206226,39945,S QUEEN ST,"4-Multiple RPCs, Not A Coded S",32000,2002-06-19
4785,935,2615 JOHN MARSHALL DR,2-Sale or Gift to Relative,325000,2002-06-18
25546,5086,2747 N NELSON ST,"4-Multiple RPCs, Not A Coded S",1350000,2002-06-17
26481,5285,N NELSON ST,"4-Multiple RPCs, Not A Coded S",1350000,2002-06-17
46270,9197,1205 N EVERGREEN ST,R-Relocation Sale/Holding Co.,450000,2002-06-14
56743,54717,1400 MCKINLEY RD,E-Estate Sale,260000,2002-06-14
137594,27034,4501 ARLINGTON BLVD 0418,E-Estate Sale,175000,2002-06-13
226623,43812,2201 S GLEBE RD,F-Multiple RPCs Not Market Sal,340000,2002-06-13
226616,68742,2181 S GLEBE RD,F-Multiple RPCs Not Market Sal,340000,2002-06-13
206275,68103,1724 COLUMBIA PIKE,5-Not Market Sale,275000,2002-06-12
226006,43693,822 N KENMORE ST,"4-Multiple RPCs, Not A Coded S",800000,2002-06-12
35925,7159,4201 LEE HWY 801,C-Condo Parking Space,10000,2002-06-12
226005,59998,820 N KENMORE ST,5-Not Market Sale,800000,2002-06-12
32489,63179,4625 OLD DOMINION DR,7-Partial Interest,246000,2002-06-11
46269,9197,1205 N EVERGREEN ST,R-Relocation Sale/Holding Co.,450000,2002-06-11
49583,9844,5444 20th ST N,E-Estate Sale,375000,2002-06-11
173387,33853,4600 S FOUR MILE RUN DR 0405,C-Condo Parking Space,7000,2002-06-11
36286,7233,1616 N TAYLOR ST,E-Estate Sale,384000,2002-06-11
143886,66703,824 S ARLINGTON MILL DR 1-303,C-Condo Parking Space,9000,2002-06-11
199498,38653,2910 16th ST S,"4-Multiple RPCs, Not A Coded S",212500,2002-06-11
201182,38990,16th ST S,"4-Multiple RPCs, Not A Coded S",212500,2002-06-11
162158,31749,807 S ORME ST,E-Estate Sale,128000,2002-06-10
218928,42373,S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1150000,2002-06-10
218922,59777,2012 S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1150000,2002-06-10
162187,31752,817 S ORME ST,E-Estate Sale,125500,2002-06-10
46284,9201,1223 N EVERGREEN ST,E-Estate Sale,400600,2002-06-08
28066,63031,2520 23rd RD N,5-Not Market Sale,385000,2002-06-07
113002,64579,1915 FAIRFAX DR,M-Multiple RPCs Land Sale,2200000,2002-06-07
112984,22119,1209 N TAFT ST,M-Multiple RPCs Land Sale,2200000,2002-06-07
112993,22122,1225 N TAFT ST,M-Multiple RPCs Land Sale,2200000,2002-06-07
107431,53040,1530 KEY BLVD 119,E-Estate Sale,235000,2002-06-07
112987,22120,1213 N TAFT ST,M-Multiple RPCs Land Sale,2200000,2002-06-07
72584,14491,729 N GEORGE MASON DR,E-Estate Sale,95000,2002-06-06
19157,3814,4340 37th RD N,L-Land Sale,450000,2002-06-05
142174,27925,611 S CARLIN SPRINGS RD 209,"4-Multiple RPCs, Not A Coded S",219600,2002-06-05
142157,57919,611 S CARLIN SPRINGS RD 203,"4-Multiple RPCs, Not A Coded S",219600,2002-06-05
147833,28975,5353 COLUMBIA PIKE PK SP,C-Condo Parking Space,2750,2002-06-04
142644,28027,519 S LARRIMORE ST,5-Not Market Sale,510000,2002-06-04
154644,30305,2613 1st RD S,B-Not Previously Assessed,407500,2002-06-04
27140,55948,2608 N NELSON ST,E-Estate Sale,635000,2002-06-03
79036,15777,1227 N UTAH ST,E-Estate Sale,345000,2002-06-03
165524,32409,1812 S QUINCY ST,E-Estate Sale,250000,2002-06-03
171376,33469,5042 CHESTERFIELD RD,"1-Foreclosure, Auction, Bankru",115079,2002-06-03
220248,42641,2716 FORT SCOTT DR,E-Estate Sale,475000,2002-06-03
2331,444,6318 30th ST N,L-Land Sale,350000,2002-05-31
132967,26116,3108 6th ST N,E-Estate Sale,608200,2002-05-31
213495,41282,702 15th ST S 00001,E-Estate Sale,291000,2002-05-31
171669,33531,2116 S COLUMBUS ST,E-Estate Sale,235000,2002-05-31
158042,61187,406 S WAYNE ST,E-Estate Sale,190000,2002-05-31
202853,39293,12th ST S,"4-Multiple RPCs, Not A Coded S",300000,2002-05-31
202790,67990,3208 12th ST S,"4-Multiple RPCs, Not A Coded S",300000,2002-05-31
226577,43807,2969 22nd ST S,B-Not Previously Assessed,526513,2002-05-31
209082,40481,1211 S EADS ST 309,5-Not Market Sale,110000,2002-05-31
228217,60054,WASHINGTON BLVD,L-Land Sale,286150,2002-05-31
8170,56416,3432 N GEORGE MASON DR,E-Estate Sale,533000,2002-05-30
220447,42683,2643 S ARLINGTON RIDGE RD,5-Not Market Sale,300000,2002-05-30
70285,54074,885 A N KENSINGTON ST,M-Multiple RPCs Land Sale,1850000,2002-05-30
226566,43804,2956 22nd ST S,B-Not Previously Assessed,513516,2002-05-30
2356,63276,6218 30th ST N,L-Land Sale,400000,2002-05-30
50932,10125,5410 17th ST N,2-Sale or Gift to Relative,444000,2002-05-30
95168,18680,1830 KIRKWOOD PL,"4-Multiple RPCs, Not A Coded S",400000,2002-05-30
95308,18707,KIRKWOOD PL,"4-Multiple RPCs, Not A Coded S",400000,2002-05-30
1056,63235,N ARIZONA ST,J-Property in 2 Jurisdictions,350000,2002-05-29
21589,55759,4615 32nd ST N,7-Partial Interest,198967,2002-05-29
21590,55759,4615 32nd ST N,7-Partial Interest,397933,2002-05-29
154637,30304,2608 1st ST S,E-Estate Sale,235000,2002-05-29
31156,6229,2421 N UTAH ST,L-Land Sale,435000,2002-05-28
162052,31731,907 S ORME ST,E-Estate Sale,125000,2002-05-28
138105,27124,4501 ARLINGTON BLVD 0814,E-Estate Sale,87000,2002-05-24
215421,41664,607 21st ST S,L-Land Sale,375000,2002-05-23
16338,3241,N UPLAND ST,J-Property in 2 Jurisdictions,540000,2002-05-23
76838,15335,5412 N CARLIN SPRINGS RD,E-Estate Sale,308500,2002-05-23
212008,59552,1300 ARMY NAVY DR 0728,"1-Foreclosure, Auction, Bankru",139600,2002-05-23
163206,31961,1413 S OAKLAND ST,"1-Foreclosure, Auction, Bankru",194700,2002-05-23
180806,35173,2725 S WALTER REED DR C,6-Quitclaim,65050,2002-05-23
205402,39788,3000 16th RD S,E-Estate Sale,140000,2002-05-23
6720,1327,5298 OLD DOMINION DR,L-Land Sale,385000,2002-05-22
55879,11110,2139 N NOTTINGHAM ST,E-Estate Sale,380000,2002-05-22
198579,59130,3606 KEMPER RD,7-Partial Interest,67500,2002-05-22
955,182,31st ST N,J-Property in 2 Jurisdictions,100,2002-05-21
41346,8220,N BRANDYWINE ST,7-Partial Interest,425000,2002-05-20
41308,55308,2001 N BRANDYWINE ST,"4-Multiple RPCs, Not A Coded S",425000,2002-05-20
41360,8222,N BRANDYWINE ST,7-Partial Interest,425000,2002-05-20
116618,22836,1121 ARLINGTON BLVD 211,7-Partial Interest,32000,2002-05-20
41339,8219,N BRANDYWINE ST,7-Partial Interest,425000,2002-05-20
41353,8221,N BRANDYWINE ST,7-Partial Interest,425000,2002-05-20
163234,31966,1418 S NELSON ST,5-Not Market Sale,152750,2002-05-18
16158,56682,4020 N RANDOLPH ST,L-Land Sale,400000,2002-05-17
140897,27666,409 S LARRIMORE ST,"4-Multiple RPCs, Not A Coded S",700000,2002-05-17
140847,27654,5930 4th ST S,"4-Multiple RPCs, Not A Coded S",700000,2002-05-17
140851,27655,5926 4th ST S,"4-Multiple RPCs, Not A Coded S",700000,2002-05-17
140891,27664,5th RD S,"4-Multiple RPCs, Not A Coded S",700000,2002-05-17
154031,61058,3829 9th RD S,"1-Foreclosure, Auction, Bankru",221000,2002-05-16
72902,14553,705 N EMERSON ST,E-Estate Sale,380000,2002-05-16
87914,17393,920 N POLLARD ST,"4-Multiple RPCs, Not A Coded S",3150000,2002-05-15
74480,14855,5722 6th ST N,L-Land Sale,281500,2002-05-15
30035,6003,2324 N VERNON ST,5-Not Market Sale,375000,2002-05-15
87888,17388,915 N QUINCY ST,"4-Multiple RPCs, Not A Coded S",3150000,2002-05-15
87892,53527,921 N QUINCY ST,"4-Multiple RPCs, Not A Coded S",3150000,2002-05-15
87896,17389,N QUINCY ST,"4-Multiple RPCs, Not A Coded S",3150000,2002-05-15
85695,16998,3800 FAIRFAX DR 0406,"4-Multiple RPCs, Not A Coded S",318000,2002-05-15
87900,17390,N QUINCY ST,"4-Multiple RPCs, Not A Coded S",3150000,2002-05-15
87707,53522,3800 FAIRFAX DR 3-83,"4-Multiple RPCs, Not A Coded S",318000,2002-05-15
87883,17387,911 N QUINCY ST,"4-Multiple RPCs, Not A Coded S",3150000,2002-05-15
164019,32118,1721 S MONROE ST,7-Partial Interest,25000,2002-05-15
223268,59924,2612 S TROY ST,"1-Foreclosure, Auction, Bankru",172000,2002-05-15
91662,64992,900 N TAYLOR ST 1910,E-Estate Sale,133500,2002-05-14
79240,15818,1220 N VERMONT ST,5-Not Market Sale,440000,2002-05-10
90060,17798,900 N TAYLOR ST 509,E-Estate Sale,139000,2002-05-09
4166,810,2643 N ROOSEVELT ST,L-Land Sale,305000,2002-05-08
66750,13339,961 N LEBANON ST,5-Not Market Sale,265000,2002-05-07
174745,34093,4600 S FOUR MILE RUN DR 1131,C-Condo Parking Space,7000,2002-05-07
115641,22631,1200 N NASH ST 1127,E-Estate Sale,333000,2002-05-06
10758,2134,5367 27th ST N,L-Land Sale,350000,2002-05-06
48112,9557,1904 N DINWIDDIE ST,E-Estate Sale,285000,2002-05-04
120799,23722,1011 ARLINGTON BLVD 1111,5-Not Market Sale,161000,2002-05-03
161390,31602,1804 C 9th ST S,5-Not Market Sale,272000,2002-05-03
18025,3583,4915 36th ST N,E-Estate Sale,300000,2002-05-02
212863,41165,1200 S ARLINGTON RIDGE RD 718,"1-Foreclosure, Auction, Bankru",84000,2002-05-02
90944,17909,900 N TAYLOR ST 1222,E-Estate Sale,245000,2002-05-01
16959,62661,3937 N DUMBARTON ST,J-Property in 2 Jurisdictions,1027148,2002-05-01
64934,12949,869 N NOTTINGHAM ST,E-Estate Sale,250000,2002-05-01
78278,15636,5041 5th ST N,E-Estate Sale,186400,2002-05-01
6916,1365,5138 38th ST N,"4-Multiple RPCs, Not A Coded S",792000,2002-04-30
6920,1366,38th ST N,"4-Multiple RPCs, Not A Coded S",792000,2002-04-30
60096,11956,6924 FAIRFAX DR 200,5-Not Market Sale,218050,2002-04-30
88588,17517,900 N STAFFORD ST 1706,"4-Multiple RPCs, Not A Coded S",201500,2002-04-29
89693,53583,901 N STUART ST 4-140,"4-Multiple RPCs, Not A Coded S",201500,2002-04-29
1741,336,6587 LITTLE FALLS RD,2-Sale or Gift to Relative,399927,2002-04-26
49201,9765,5422 22nd ST N,E-Estate Sale,362000,2002-04-26
20447,4075,3401 N VERMONT ST,L-Land Sale,450000,2002-04-26
204183,39549,2802 13th ST S,E-Estate Sale,385000,2002-04-26
11902,2353,5555 LEE HWY,"4-Multiple RPCs, Not A Coded S",1200000,2002-04-25
11990,2370,N JEFFERSON ST,"4-Multiple RPCs, Not A Coded S",1200000,2002-04-25
215210,41623,629 20th ST S,7-Partial Interest,272400,2002-04-25
91908,18026,900 N TAYLOR ST 2112,"4-Multiple RPCs, Not A Coded S",500000,2002-04-24
91882,18023,900 N TAYLOR ST 2108,"4-Multiple RPCs, Not A Coded S",500000,2002-04-24
39638,7903,4401 LEE HWY 77,"1-Foreclosure, Auction, Bankru",116100,2002-04-22
69960,13996,904 N LEXINGTON ST,E-Estate Sale,284000,2002-04-22
17609,3497,4857 WILLIAMSBURG BLVD,5-Not Market Sale,200000,2002-04-19
152301,29846,3912 8th ST S,"4-Multiple RPCs, Not A Coded S",415000,2002-04-18
152449,29875,7th ST S,"4-Multiple RPCs, Not A Coded S",415000,2002-04-18
153587,30101,4301 COLUMBIA PIKE,"4-Multiple RPCs, Not A Coded S",19689250,2002-04-17
140638,27609,5716 ARLINGTON BLVD,L-Land Sale,343900,2002-04-17
154820,30335,2416 ARLINGTON BLVD,"1-Foreclosure, Auction, Bankru",215100,2002-04-17
153612,30105,COLUMBIA PIKE,"4-Multiple RPCs, Not A Coded S",19689250,2002-04-16
222380,43073,2328 S QUEEN ST,5-Not Market Sale,300000,2002-04-16
63325,61992,15th RD N,"4-Multiple RPCs, Not A Coded S",550000,2002-04-15
63343,54936,1301 N ROOSEVELT ST,"4-Multiple RPCs, Not A Coded S",550000,2002-04-15
227393,43914,5131 9th ST N,M-Multiple RPCs Land Sale,800000,2002-04-15
227386,43912,5139 N 9th ST,M-Multiple RPCs Land Sale,800000,2002-04-15
227390,43913,5141 N 9th ST,M-Multiple RPCs Land Sale,800000,2002-04-15
227398,43915,5135 9th ST N,M-Multiple RPCs Land Sale,800000,2002-04-15
63328,12610,15th RD N,"4-Multiple RPCs, Not A Coded S",550000,2002-04-15
226556,60016,2828 21st RD S,5-Not Market Sale,170000,2002-04-12
83467,64760,N RANDOLPH ST,"4-Multiple RPCs, Not A Coded S",2800000,2002-04-08
83464,16589,1016 N RANDOLPH ST,"4-Multiple RPCs, Not A Coded S",2800000,2002-04-08
83470,16590,1004 N RANDOLPH ST,"4-Multiple RPCs, Not A Coded S",2800000,2002-04-08
33110,6609,4106 LORCOM LN,5-Not Market Sale,650000,2002-04-05
163767,61371,1615 S OAKLAND ST,5-Not Market Sale,199000,2002-04-05
170747,33342,1917 S GEORGE MASON DR,E-Estate Sale,267000,2002-04-05
127293,24984,726 N DANVILLE ST,L-Land Sale,412500,2002-04-05
226543,43801,2836 21st RD S,B-Not Previously Assessed,502004,2002-04-05
195200,37888,2125 S MONROE ST,L-Land Sale,155000,2002-04-05
33360,62104,4003 25th ST N,"1-Foreclosure, Auction, Bankru",340173,2002-04-04
15322,3040,2700 N BUCHANAN ST,7-Partial Interest,200000,2002-04-03
197918,67839,SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",575000,2002-04-03
197725,38345,SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",575000,2002-04-03
197720,38344,2407 SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",575000,2002-04-03
197913,38378,2401 SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",575000,2002-04-03
197937,38381,2325 SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",575000,2002-04-03
21459,4265,32nd RD N,"4-Multiple RPCs, Not A Coded S",752000,2002-04-02
21441,4263,4539 32nd RD N,"4-Multiple RPCs, Not A Coded S",752000,2002-04-02
21464,4266,32nd RD N,"4-Multiple RPCs, Not A Coded S",752000,2002-04-02
163788,32072,1707 S OAKLAND ST,E-Estate Sale,180765,2002-04-02
169115,33054,5300 COLUMBIA PIKE 308,C-Condo Parking Space,2000,2002-04-01
137782,57777,4501 ARLINGTON BLVD 0529,E-Estate Sale,116000,2002-04-01
169400,33101,5300 COLUMBIA PIKE 806,C-Condo Parking Space,2000,2002-04-01
133534,26231,3711 N PERSHING DR,E-Estate Sale,433000,2002-03-29
148998,66860,4612 5th ST S,E-Estate Sale,310000,2002-03-29
11239,56519,5001 YORKTOWN BLVD,E-Estate Sale,490000,2002-03-29
154659,30307,110 S CLEVELAND ST,E-Estate Sale,120000,2002-03-29
119668,23480,1011 ARLINGTON BLVD 418,5-Not Market Sale,83000,2002-03-29
31440,63145,2312 N RICHMOND ST,L-Land Sale,387000,2002-03-28
85853,17027,3800 FAIRFAX DR 0701,"4-Multiple RPCs, Not A Coded S",220000,2002-03-28
100560,19770,2207 N ROLFE ST,L-Land Sale,287000,2002-03-28
42727,8479,4356 LEE HWY 102,"1-Foreclosure, Auction, Bankru",125000,2002-03-28
87846,17382,3800 FAIRFAX DR 1-91,"4-Multiple RPCs, Not A Coded S",220000,2002-03-28
87854,64889,3800 FAIRFAX DR 1-92,"4-Multiple RPCs, Not A Coded S",220000,2002-03-28
85489,16965,3800 FAIRFAX DR 0103,"4-Multiple RPCs, Not A Coded S",266100,2002-03-27
7839,1550,5324 36th ST N,7-Partial Interest,185000,2002-03-27
87323,17294,3800 FAIRFAX DR 3-1,"4-Multiple RPCs, Not A Coded S",266100,2002-03-27
14772,2928,3609 JOHN MARSHALL DR,7-Partial Interest,15000,2002-03-27
26776,5344,4001 24th RD N,E-Estate Sale,711000,2002-03-27
155836,52404,3617 1st RD S,A-Correction Deed,231000,2002-03-26
155837,52404,3617 1st RD S,A-Correction Deed,231000,2002-03-26
159225,31183,623 S BARTON ST,7-Partial Interest,74500,2002-03-26
205161,59336,1309 S GLEBE RD,E-Estate Sale,341600,2002-03-26
23764,4741,N ABINGDON ST,J-Property in 2 Jurisdictions,700,2002-03-25
34261,55079,3325 23rd RD N,L-Land Sale,475000,2002-03-21
143418,28167,5101 8th RD S 213,"1-Foreclosure, Auction, Bankru",56000,2002-03-21
87861,17383,3800 FAIRFAX DR 1-93,"4-Multiple RPCs, Not A Coded S",365000,2002-03-21
85820,17021,3800 FAIRFAX DR 0602,"4-Multiple RPCs, Not A Coded S",365000,2002-03-21
107812,21164,1530 KEY BLVD 419,7-Partial Interest,45000,2002-03-19
14239,2820,2531 N LEXINGTON ST,7-Partial Interest,72500,2002-03-19
113264,22179,1417 N RHODES ST,"4-Multiple RPCs, Not A Coded S",700000,2002-03-19
226549,43802,2832 21st RD S,F-Multiple RPCs Not Market Sal,340000,2002-03-19
226601,43810,2173 S GLEBE RD,F-Multiple RPCs Not Market Sal,340000,2002-03-19
113270,22180,1423 N RHODES ST,"4-Multiple RPCs, Not A Coded S",700000,2002-03-19
35018,62160,3309 23rd ST N,E-Estate Sale,306700,2002-03-18
112256,21981,1301 N COURTHOUSE RD 1206,A-Correction Deed,326000,2002-03-15
52245,10389,1406 N EDISON ST,5-Not Market Sale,350000,2002-03-14
91369,17957,900 N TAYLOR ST 1626,E-Estate Sale,226500,2002-03-14
173357,33848,4600 S FOUR MILE RUN DR 0340,"1-Foreclosure, Auction, Bankru",72000,2002-03-14
