Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2018-12-17,,,,,0.64,51.09,0.0,15017.0
2018-12-18,,,,,1.62,49.47,345.0,15017.0
2018-12-19,,,,,0.59,50.06,1223.0,14798.0
2018-12-20,,,,,0.8,49.26,200.0,15698.0
2018-12-21,,,,,0.08,49.18,0.0,15764.0
2018-12-24,,,,,0.77,48.41,0.0,15764.0
2018-12-26,,,,,0.74,49.15,0.0,15764.0
2018-12-27,,,,,0.24,48.91,15.0,15764.0
2018-12-28,,,,,0.07,48.98,60.0,15764.0
2019-01-02,,,,,1.14,46.65,657.0,16544.0
2019-01-03,,,,,0.52,47.17,392.0,16293.0
2019-01-04,,,,,0.79,47.96,138.0,15901.0
2019-01-07,,,,,0.47,48.43,171.0,15763.0
2019-01-08,,,,,1.03,49.46,30.0,15649.0
2019-01-09,,,,,1.97,51.43,289.0,15649.0
2019-01-10,,,,,0.16,51.59,76.0,15382.0
2019-01-11,,,,,0.67,50.92,456.0,15387.0
2019-01-14,,,,,0.68,50.24,30.0,15193.0
2019-01-15,,,,,0.91,51.15,136.0,15193.0
2019-01-16,,,,,0.11,51.26,0.0,15113.0
2019-01-17,,,,,0.11,51.15,30.0,15113.0
2019-01-18,,,,,0.72,51.87,35.0,15113.0
2019-01-22,,,,,0.4,51.47,90.0,15078.0
2019-01-23,,,,,0.13,51.34,124.0,15111.0
2019-01-24,,,,,0.15,51.49,63.0,15111.0
2019-01-25,,,,,0.13,51.62,0.0,15098.0
2019-01-28,,,,,0.32,51.3,75.0,15098.0
2019-01-29,,,,,0.18,51.48,150.0,15173.0
2019-01-30,,,,,0.09,51.57,23.0,15173.0
2019-01-31,,,,,0.02,51.55,0.0,15181.0
2019-02-01,,,,,1.48,55.35,276.0,15763.0
2019-02-04,,,,,0.65,54.7,363.0,15677.0
2019-02-05,,,,,0.8,53.9,539.0,15314.0
2019-02-06,,,,,0.29,54.19,200.0,14934.0
2019-02-07,,,,,1.07,53.12,644.0,14734.0
2019-02-08,,,,,0.06,53.18,63.0,14341.0
2019-02-11,,,,,0.21,52.97,330.0,14341.0
2019-02-12,,,,,0.43,53.4,175.0,14336.0
2019-02-13,,,,,0.48,53.88,535.0,14336.0
2019-02-14,,,,,0.26,54.14,0.0,14531.0
2019-02-15,,,,,0.56,54.7,0.0,14531.0
2019-02-19,,,,,0.2,54.9,113.0,14531.0
2019-02-20,,,,,0.27,55.17,105.0,14594.0
2019-02-21,,,,,0.06,55.11,0.0,14519.0
2019-02-22,,,,,0.08,55.19,63.0,14519.0
2019-02-25,,,,,0.38,54.81,0.0,14582.0
2019-02-26,,,,,,54.81,0.0,14582.0
2019-02-27,,,,,0.16,54.97,0.0,14582.0
2019-02-28,,,,,0.01,54.98,0.0,14582.0
2019-03-01,,,,,1.42,55.93,623.0,15551.0
2019-03-04,,,,,0.75,56.68,437.0,15428.0
2019-03-05,,,,,0.03,56.65,125.0,15089.0
2019-03-06,,,,,0.28,56.37,423.0,14964.0
2019-03-07,,,,,0.34,56.71,384.0,14541.0
2019-03-08,,,,,0.45,56.26,250.0,14346.0
2019-03-11,,,,,0.5,56.76,141.0,14281.0
2019-03-12,,,,,0.06,56.82,327.0,14251.0
2019-03-13,,,,,0.86,57.68,30.0,14251.0
2019-03-14,,,,,0.19,57.87,44.0,14238.0
2019-03-15,,,,,0.05,57.82,30.0,14265.0
2019-03-18,,,,,0.27,58.09,0.0,14265.0
2019-03-19,,,,,0.04,58.05,65.0,14265.0
2019-03-20,,,,,0.36,58.41,405.0,14330.0
2019-03-21,,,,,0.09,58.32,0.0,14330.0
2019-03-22,,,,,0.27,58.05,0.0,14330.0
2019-03-25,,,,,0.05,58.0,172.0,14330.0
2019-03-26,,,,,0.21,58.21,45.0,14356.0
2019-03-27,,,,,0.07,58.14,40.0,14356.0
2019-03-28,,,,,0.01,58.13,15.0,14362.0
2019-03-29,,,,,0.04,58.17,98.0,14377.0
2019-04-01,,,,,1.44,61.62,865.0,16819.0
2019-04-02,,,,,0.92,62.54,40.0,17035.0
2019-04-03,,,,,0.1,62.44,291.0,17075.0
2019-04-04,,,,,0.3,62.14,835.0,16884.0
2019-04-05,,,,,0.79,62.93,0.0,17584.0
2019-04-08,,,,,0.96,63.89,375.0,17584.0
2019-04-09,,,,,0.28,63.61,150.0,17309.0
2019-04-10,,,,,0.44,64.05,30.0,17309.0
2019-04-11,,,,,0.63,63.42,0.0,17279.0
2019-04-12,,,,,0.19,63.61,173.0,17279.0
2019-04-15,,,,,0.25,63.36,35.0,17144.0
2019-04-16,,,,,0.31,63.67,150.0,17179.0
2019-04-17,,,,,0.14,63.53,120.0,17079.0
2019-04-18,,,,,0.08,63.61,165.0,16999.0
2019-04-22,,,,,0.51,64.12,245.0,16864.0
2019-04-23,,,,,0.21,64.33,0.0,16664.0
2019-04-24,,,,,0.1,64.23,286.0,16664.0
2019-04-25,,,,,0.12,64.11,0.0,16568.0
2019-04-26,,,,,0.28,63.83,0.0,16568.0
2019-04-29,,,,,0.02,63.85,50.0,16568.0
2019-04-30,,,,,0.02,63.87,0.0,16568.0
2019-05-01,,,,,0.3,63.63,330.0,20568.0
2019-05-02,,,,,1.71,61.92,143.0,20523.0
2019-05-03,,,,,0.12,62.04,397.0,20448.0
2019-05-06,,,,,0.28,62.32,330.0,20698.0
2019-05-07,,,,,0.7,61.62,495.0,20368.0
2019-05-08,,,,,0.55,62.17,269.0,20071.0
2019-05-09,,,,,0.3,61.87,50.0,20090.0
2019-05-10,,,,,0.02,61.85,167.0,20090.0
2019-05-13,,,,,0.38,61.47,257.0,19964.0
2019-05-14,,,,,0.44,61.91,218.0,19864.0
2019-05-15,,,,,0.14,62.05,131.0,19832.0
2019-05-16,,,,,0.41,62.46,175.0,19843.0
2019-05-17,,,,,0.05,62.41,0.0,19713.0
2019-05-20,,,,,0.12,62.53,0.0,19713.0
2019-05-21,,,,,0.03,62.5,62.0,19713.0
2019-05-22,,,,,0.55,61.95,50.0,19775.0
2019-05-23,,,,,0.95,61.0,22.0,19725.0
2019-05-24,,,,,0.16,61.16,0.0,19747.0
2019-05-28,,,,,0.09,61.25,113.0,19747.0
2019-05-29,,,,,0.04,61.21,191.0,19637.0
2019-05-30,,,,,0.2,61.01,20.0,19828.0
2019-05-31,,,,,0.14,60.87,0.0,19848.0
2019-06-03,,,,,0.25,53.29,554.0,22532.0
2019-06-04,,,,,0.22,53.51,250.0,22996.0
2019-06-05,,,,,1.62,51.89,412.0,22996.0
2019-06-06,,,,,0.77,52.66,81.0,22584.0
2019-06-07,,,,,1.13,53.79,127.0,22503.0
2019-06-10,,,,,0.53,53.26,187.0,22398.0
2019-06-11,,,,,0.02,53.28,136.0,22273.0
2019-06-12,,,,,1.39,51.89,4.0,22183.0
2019-06-13,,,,,0.69,52.58,88.0,22183.0
2019-06-14,,,,,0.13,52.71,600.0,22113.0
2019-06-17,,,,,0.3,52.41,0.0,22071.0
2019-06-18,,,,,0.88,53.29,181.0,22071.0
2019-06-19,,,,,0.06,53.23,46.0,22154.0
2019-06-20,,,,,1.08,54.31,0.0,22200.0
2019-06-21,,,,,0.1,54.41,35.0,22200.0
2019-06-24,,,,,0.12,54.53,0.0,22200.0
2019-06-25,,,,,0.01,54.52,0.0,22200.0
2019-06-26,,,,,0.23,54.75,25.0,22200.0
2019-06-27,,,,,,54.75,122.0,22200.0
2019-06-28,,,,,0.04,54.71,0.0,22200.0
2019-07-01,,,,,0.62,59.11,855.0,16463.0
2019-07-02,,,,,2.7,56.41,240.0,17075.0
2019-07-03,,,,,0.99,57.4,1171.0,17141.0
2019-07-05,,,,,0.14,57.54,60.0,17453.0
2019-07-08,,,,,0.13,57.67,436.0,17393.0
2019-07-09,,,,,0.14,57.81,184.0,17102.0
2019-07-10,,,,,1.88,59.69,620.0,16922.0
2019-07-11,,,,,0.16,59.53,238.0,16323.0
2019-07-12,,,,,0.01,59.54,197.0,16323.0
2019-07-15,,,,,0.37,59.17,56.0,16186.0
2019-07-16,,,,,1.06,58.11,150.0,16186.0
2019-07-17,,,,,0.42,57.69,0.0,16186.0
2019-07-18,,,,,0.67,57.02,14.0,16186.0
2019-07-19,,,,,0.13,57.15,0.0,16200.0
2019-07-22,,,,,0.18,57.33,63.0,16200.0
2019-07-23,,,,,0.17,57.5,0.0,16137.0
2019-07-24,,,,,0.24,57.26,130.0,16137.0
2019-07-25,,,,,0.03,57.29,0.0,16107.0
2019-07-26,,,,,0.03,57.32,0.0,16107.0
2019-07-29,,,,,0.1,57.42,72.0,16107.0
2019-07-30,,,,,0.1,57.52,0.0,16099.0
2019-07-31,,,,,0.03,57.55,25.0,16099.0
2019-08-01,,,,,4.63,53.97,394.0,16096.0
2019-08-02,,,,,1.62,55.59,17.0,16426.0
2019-08-05,,,,,0.93,54.66,275.0,16425.0
2019-08-06,,,,,0.89,53.77,174.0,16700.0
2019-08-07,,,,,2.08,51.69,175.0,16780.0
2019-08-08,,,,,1.11,52.8,536.0,16640.0
2019-08-09,,,,,1.41,54.21,349.0,16884.0
2019-08-12,,,,,0.31,54.52,220.0,17072.0
2019-08-13,,,,,1.41,55.93,75.0,17176.0
2019-08-14,,,,,1.1,54.83,0.0,17251.0
2019-08-15,,,,,0.44,54.39,577.0,17251.0
